A nN,A Sse,A Mv,A Mpe,A ETA_dAlpha_B,A Bandgap,B Mare,B Mi,B ETA_dAlpha_B,B ETA_BetaP,B fragC,B HOMO,B Bandgap,Potential (v)
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2792
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2447
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2417
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2383
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2365
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2347
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3225
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3153
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3131
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3083
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3118
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4089
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4097
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4072
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4057
0,45.72068463,0.680833345,0.984139434,0.01852,3.471,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4044
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.955034483,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.02936
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.955034483,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.01492
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.955034483,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.007972
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.955034483,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.0002557
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.955034483,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,0.004769
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2817
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3008
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3047
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3093
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3151
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1997
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1723
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1494
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1351
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1246
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3332
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3171
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3094
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.306
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3015
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2268
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3025
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3189
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.322
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3215
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,-0.04973
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2471
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.07002
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2616
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3343
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4234
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4188
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4132
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3769
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.0519
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.407
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4062
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4049
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.415
6,71.77057538,0.710180274,0.999663866,0.02029,1.568,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4186
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2582
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2913
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2904
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2735
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.009777778,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2811
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.314
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3061
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3028
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3001
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2969
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3124
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2955
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2878
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.283
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2789
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2728
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2741
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2772
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2802
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2829
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2144
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2037
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.1983
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2026
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2029
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2937
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2891
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2877
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2872
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2869
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,-0.007036
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.01169
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.03419
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.02765
2,28.64748725,0.52093712,0.940094659,0.03333,5.034,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.03206
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3544
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2947
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2662
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2528
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.000777778,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2461
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2737
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2677
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2584
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2801
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2885
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1428
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1993
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2136
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2219
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2291
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3933
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.397
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3955
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3977
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4001
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1707
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1684
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1609
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1666
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.173
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4175
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4177
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4155
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4141
4,73.88128186,0.676527026,0.996405229,0.02424,1.56,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4118
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4389
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4425
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4398
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4317
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.97847619,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4207
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.4069
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3809
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3608
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2645
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.346
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.457
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4589
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4387
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.388
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4122
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3565
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3358
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3673
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3241
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3468
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.294
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2827
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2644
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2463
1,36.64457393,0.657801903,0.986928105,0.03651,2.279,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2304
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1569
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1557
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1542
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.153
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.990971429,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1426
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4074
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4132
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.411
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4082
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4088
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4525
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4433
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4355
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4291
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4261
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1532
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1768
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1688
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1716
2,41.97815004,0.66242799,0.966946779,0.02222,2.259,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1613
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.1655
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2081
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2804
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2808
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,0.969142857,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3144
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3225
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3153
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3131
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3083
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3118
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2672
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2734
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.265
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.255
3,35.30954115,0.650491355,0.977591036,0.03167,1.952,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2447
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4324
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.422
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4187
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4189
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.016914286,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4198
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2065
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1217
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1068
2,62.63583394,0.631551452,0.957360722,0.02121,1.737,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,-0.0373
2,36.05280408,0.708947004,1.004145658,0.02319,1.731,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2517
2,36.05280408,0.708947004,1.004145658,0.02319,1.731,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2537
2,36.05280408,0.708947004,1.004145658,0.02319,1.731,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2463
2,36.05280408,0.708947004,1.004145658,0.02319,1.731,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.239
2,36.05280408,0.708947004,1.004145658,0.02319,1.731,1.045287356,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.23
