inorganic_formula_1_element_property_MagpieData avg_dev MeltingT,inorganic_formula_1_element_property_MagpieData mean Electronegativity,inorganic_formula_1_element_property_MagpieData avg_dev GSbandgap,inorganic_formula_2_element_property_MagpieData mean MeltingT,inorganic_formula_2_element_property_MagpieData mean NValence,inorganic_formula_3_element_property_MagpieData avg_dev Row,inorganic_formula_4_element_property_MagpieData range Number,inorganic_formula_5_element_property_MagpieData mean Electronegativity,inorganic_formula_6_element_property_MagpieData range Electronegativity,inorganic_formula_7_element_property_MagpieData avg_dev Row,inorganic_formula_7_element_property_MagpieData avg_dev CovalentRadius,inorganic_formula_7_element_property_MagpieData avg_dev GSvolume_pa,organic_data1_rdkit_12,classify
149.02479999999997,2.774,1.02928,441.73083333333335,6.166666666666667,0.7407407407407408,33.0,2.532222222222222,2.02,0.5185185185185185,21.432098765432094,1.6104218106995882,160,0
583.4291666666668,2.5450000000000004,2.797097222222222,412.55,16.0,0.5,29.0,2.4766666666666666,1.2000000000000002,1.3333333333333333,19.55555555555556,1.6055555555555554,249,1
583.4291666666668,2.5450000000000004,2.797097222222222,412.55,16.0,0.5,29.0,2.4766666666666666,1.2000000000000002,0.0,0.0,4.324444444444445,77,0
583.4291666666668,2.5450000000000004,2.797097222222222,369.234,13.2,0.5,29.0,2.4766666666666666,1.2000000000000002,0.6172839506172839,24.19753086419753,5.137407407407407,5,1
583.4291666666668,2.5450000000000004,2.797097222222222,369.234,13.2,0.5,29.0,2.3833333333333333,0.6299999999999999,0.8641975308641975,28.765432098765437,7.88074074074074,5,0
588.6625,2.5783333333333336,2.595652777777778,326.45,12.0,0.5,29.0,2.3833333333333333,0.6299999999999999,0.7407407407407408,25.77777777777778,5.409413580246913,37,0
588.6625,2.5783333333333336,2.595652777777778,326.45,12.0,0.5,29.0,2.4166666666666665,0.8300000000000001,0.0,0.0,4.324444444444445,77,0
576.7041666666667,2.495,2.873902777777777,457.4308333333334,7.833333333333333,1.0,3.0,2.4166666666666665,0.8300000000000001,0.4444444444444443,8.444444444444443,1.69111111111111,49,0
576.7041666666667,2.495,2.873902777777777,457.4308333333334,7.833333333333333,1.0,3.0,2.3833333333333333,0.6299999999999999,0.0,0.0,4.324444444444445,77,0
576.7041666666667,2.495,2.873902777777777,477.60583333333335,7.833333333333333,1.0,3.0,2.3833333333333333,0.6299999999999999,0.7407407407407408,25.77777777777778,5.409413580246913,37,1
576.7041666666667,2.495,2.873902777777777,477.60583333333335,7.833333333333333,1.0,3.0,1.975,0.33,0.5185185185185185,21.432098765432094,1.6104218106995882,160,0
576.7041666666667,2.495,2.873902777777777,423.68250000000006,5.0,1.0,3.0,1.975,0.33,0.6172839506172839,24.19753086419753,5.137407407407407,5,0
576.7041666666667,2.495,2.873902777777777,423.68250000000006,5.0,1.0,3.0,2.4166666666666665,0.7000000000000002,0.8641975308641975,28.765432098765437,7.88074074074074,5,1
581.3736111111112,2.589166666666667,2.4565277777777776,396.1491666666668,4.166666666666667,1.5,33.0,2.4166666666666665,0.7000000000000002,0.375,24.0,2.5396875000000003,190,0
581.3736111111112,2.589166666666667,2.4565277777777776,396.1491666666668,4.166666666666667,1.5,33.0,2.4388888888888887,0.7000000000000002,0.5,50.5,24.30458333335,41,1
576.1402777777779,2.5558333333333336,2.657972222222222,321.08000000000004,14.0,1.5,15.0,2.4388888888888887,0.7000000000000002,0.0,17.333333333333332,0.7144444444444448,65,0
576.1402777777779,2.5558333333333336,2.657972222222222,321.08000000000004,14.0,1.5,15.0,2.532222222222222,2.02,0.6666666666666666,24.666666666666668,5.785833333333333,69,1
569.4152777777779,2.5058333333333334,2.734777777777777,473.73166666666674,7.0,1.5,15.0,2.532222222222222,2.02,0.8641975308641975,28.765432098765437,7.88074074074074,5,1
569.4152777777779,2.5058333333333334,2.734777777777777,473.73166666666674,7.0,1.5,15.0,2.532222222222222,1.2000000000000002,0.8888888888888888,28.59259259259259,7.748796296296295,53,1
584.6541666666667,2.6575,2.507375,435.6191666666668,6.166666666666667,1.5,41.0,2.532222222222222,1.2000000000000002,0.4444444444444445,13.333333333333334,5.967777777777777,201,0
584.6541666666667,2.6575,2.507375,435.6191666666668,6.166666666666667,1.5,41.0,1.725,0.33,0.0,17.333333333333332,0.7144444444444448,65,0
584.791388888889,2.475,2.895430555555555,459.55750000000006,6.666666666666667,0.8641975308641975,29.0,1.725,0.33,0.8888888888888888,28.59259259259259,7.748796296296295,53,0
584.791388888889,2.475,2.895430555555555,431.5325000000001,5.833333333333333,0.8641975308641975,29.0,1.875,0.7000000000000002,0.5925925925925926,23.11111111111111,4.54824074074074,133,0
584.791388888889,2.475,2.895430555555555,431.5325000000001,5.833333333333333,0.8641975308641975,29.0,1.875,0.7000000000000002,1.3333333333333333,19.55555555555556,1.6055555555555554,249,1
581.4288888888889,2.45,2.9338333333333337,400.2358333333334,4.5,0.8641975308641975,29.0,2.4388888888888887,2.02,0.5925925925925926,23.11111111111111,4.54824074074074,133,0
581.4288888888889,2.45,2.9338333333333337,400.2358333333334,4.5,0.6172839506172839,33.0,2.4388888888888887,2.02,0.8888888888888888,28.59259259259259,7.748796296296295,53,0
590.0247222222222,2.5083333333333333,2.6939861111111107,437.85666666666674,5.333333333333333,0.6172839506172839,33.0,1.975,0.6299999999999999,0.4444444444444445,13.333333333333334,5.967777777777777,201,0
590.0247222222222,2.5083333333333333,2.6939861111111107,437.85666666666674,5.333333333333333,0.6172839506172839,15.0,1.975,0.6299999999999999,0.375,11.25,5.162812499999999,253,1
590.0247222222222,2.5083333333333333,2.6939861111111107,437.85666666666674,5.333333333333333,0.6172839506172839,15.0,2.4766666666666666,0.7000000000000002,1.3333333333333333,19.55555555555556,1.6055555555555554,249,0
596.0038888888888,2.55,2.554861111111111,427.88000000000005,5.666666666666667,0.6172839506172839,3.0,2.4766666666666666,0.7000000000000002,0.6172839506172839,24.19753086419753,5.137407407407407,5,0
596.0038888888888,2.55,2.554861111111111,427.88000000000005,5.666666666666667,0.6172839506172839,3.0,2.532222222222222,1.0,0.5925925925925926,23.11111111111111,4.54824074074074,133,1
584.0455555555556,2.4666666666666663,2.8331111111111107,457.4308333333334,7.833333333333333,0.6172839506172839,41.0,2.532222222222222,1.0,0.5,12.5,6.575000000000001,49,0
584.0455555555556,2.4666666666666663,2.8331111111111107,457.4308333333334,7.833333333333333,0.6172839506172839,41.0,2.4166666666666665,0.7000000000000002,1.0,21.5,4.08375,121,0
584.0455555555556,2.4666666666666663,2.8331111111111107,431.6433333333334,6.166666666666667,0.7407407407407408,29.0,2.4388888888888887,1.0,0.5,50.5,24.30458333335,41,0
584.0455555555556,2.4666666666666663,2.8331111111111107,431.6433333333334,6.166666666666667,0.7407407407407408,29.0,2.4388888888888887,1.0,0.0,32.0,2.372916666650001,245,0
574.8858333333333,2.4691666666666667,2.857027777777778,388.34,16.0,0.5925925925925926,29.0,2.532222222222222,0.8300000000000001,0.0,32.0,2.372916666650001,245,0
574.8858333333333,2.4691666666666667,2.857027777777778,388.34,16.0,0.5925925925925926,29.0,2.532222222222222,0.8300000000000001,0.6666666666666666,24.666666666666668,5.785833333333333,69,0
574.8858333333333,2.4691666666666667,2.857027777777778,320.814,13.2,0.5925925925925926,29.0,1.875,0.33,0.5,12.5,6.575000000000001,49,0
574.8858333333333,2.4691666666666667,2.857027777777778,320.814,13.2,0.5925925925925926,29.0,1.875,0.33,0.0,32.0,2.372916666650001,245,0
568.1608333333334,2.419166666666667,2.9338333333333337,412.55,16.0,0.7407407407407408,15.0,1.875,1.0,0.4444444444444443,3.1111111111111143,6.624444444444445,77,0
568.1608333333334,2.419166666666667,2.9338333333333337,412.55,16.0,0.7407407407407408,15.0,1.875,1.0,0.0,0.0,4.324444444444445,77,1
580.1191666666667,2.5025,2.655583333333333,321.08000000000004,14.0,0.7407407407407408,3.0,1.725,0.33,0.7407407407407408,25.77777777777778,5.409413580246913,37,0
580.1191666666667,2.5025,2.655583333333333,321.08000000000004,14.0,0.7407407407407408,3.0,1.725,0.33,0.5925925925925926,23.11111111111111,4.54824074074074,133,0
582.7358333333335,2.5191666666666666,2.554861111111111,457.4308333333334,7.833333333333333,0.5925925925925926,33.0,1.975,0.6299999999999999,0.5,13.0,3.95208333335,17,0
582.7358333333335,2.5191666666666666,2.554861111111111,457.4308333333334,7.833333333333333,0.5925925925925926,33.0,1.975,0.6299999999999999,0.0,32.0,2.372916666650001,245,0
589.2969444444444,2.6558333333333333,2.656555555555556,473.73166666666674,7.0,0.5925925925925926,41.0,2.4766666666666666,0.7000000000000002,0.6172839506172839,24.19753086419753,5.137407407407407,5,1
589.2969444444444,2.6558333333333333,2.656555555555556,473.73166666666674,7.0,0.5925925925925926,41.0,2.4766666666666666,0.7000000000000002,0.4444444444444443,3.1111111111111143,6.624444444444445,77,0
564.7983333333335,2.3941666666666666,2.97223611111111,412.55,16.0,0.8888888888888888,3.0,1.725,0.33,0.5429362880886428,21.87257617728532,2.61409972299169,62,0
564.7983333333335,2.3941666666666666,2.97223611111111,412.55,16.0,0.8888888888888888,3.0,1.725,0.33,0.7407407407407408,25.77777777777778,5.409413580246913,37,0
