,A nN,A Si,A Mv,A Mse,A ETA_dAlpha_B,A Bandgap,B Mpe,B Mi,B ETA_dAlpha_B,B ETA_BetaP,B fragC,B HOMO,B Bandgap,Potential (v)
192,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2818
193,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2815
194,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2792
195,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2447
196,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2417
197,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2383
198,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2365
199,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2347
200,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3225
201,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3153
202,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3131
203,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3083
204,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3118
205,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4089
206,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4097
207,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4072
208,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4057
209,0,335.1428347,0.680833345,1.016015214,0.01852,3.471,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4044
210,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.940094659,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.02936
211,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.940094659,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.01492
212,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.940094659,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.007972
213,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.940094659,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,-0.0002557
214,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.940094659,7.795594136,0.03333,0.70455,10.03,-5.285,5.034,0.004769
215,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2817
216,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3008
217,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3047
218,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3093
219,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.3151
220,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1997
221,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1723
222,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1494
223,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1351
224,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.1246
225,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3332
226,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3171
227,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3094
228,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.306
229,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3015
230,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2268
231,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3025
232,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3189
233,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.322
234,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3215
235,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,-0.04973
236,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2471
237,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.07002
238,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2616
239,6,524.7456,0.710180274,1.025293934,0.02029,1.568,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3343
240,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4234
241,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4188
242,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4132
243,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3769
244,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.0519
245,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.407
246,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4062
247,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4049
248,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.415
249,6,524.7456,0.710180274,1.025293934,0.02029,1.568,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4186
250,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2582
251,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2913
252,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2904
253,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2735
254,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.996405229,7.537975915,0.02424,1.22727,317.14,-5.249,1.56,0.2811
255,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.314
256,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3061
257,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3028
258,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3001
259,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2969
260,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.3124
261,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2955
262,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2878
263,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.283
264,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2789
265,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2728
266,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2741
267,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2772
268,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2802
269,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2829
270,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2144
271,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2037
272,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.1983
273,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2026
274,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2029
275,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2937
276,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2891
277,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2877
278,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2872
279,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.2869
280,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,-0.007036
281,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.01169
282,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.03419
283,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.02765
284,2,226.0722299,0.52093712,0.987844388,0.03333,5.034,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.03206
285,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.3544
286,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2947
287,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2662
288,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2528
289,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.986928105,7.537387641,0.03651,1.16667,156.05,-4.981,2.279,0.2461
290,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2737
291,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2677
292,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2584
293,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2801
294,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.2885
295,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1428
296,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1993
297,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2136
298,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2219
299,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2291
300,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3933
301,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.397
302,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3955
303,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3977
304,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4001
305,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1707
306,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1684
307,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1609
308,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.1666
309,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.173
310,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4175
311,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4177
312,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4155
313,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4141
314,4,542.7342659,0.676527026,1.026128915,0.02424,1.56,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.4118
315,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4389
316,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4425
317,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4398
318,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4317
319,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.966946779,7.503311577,0.02222,1.29167,232.04,-4.695,2.259,0.4207
320,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.4069
321,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3809
322,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.3608
323,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.2645
324,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.346
325,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.457
326,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4589
327,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4387
328,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.388
329,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4122
330,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3565
331,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3358
332,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3673
333,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3241
334,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3468
335,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.294
336,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2827
337,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2644
338,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2463
339,1,271.3459551,0.657801903,1.017904831,0.03651,2.279,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2304
340,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1569
341,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1557
342,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1542
343,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.153
344,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.977591036,7.591437896,0.03167,1.4375,61.05,-4.629,1.952,0.1426
345,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4074
346,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4132
347,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.411
348,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4082
349,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.4088
350,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4525
351,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4433
352,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4355
353,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4291
354,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4261
355,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1532
356,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1768
357,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1688
358,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1716
359,2,315.1390862,0.66242799,0.999479763,0.02222,2.259,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1613
360,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.1655
361,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2081
362,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2804
363,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.2808
364,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,0.957360722,7.538865507,0.02121,1.2197,240.05,-4.197,1.737,0.3144
365,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3225
366,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3153
367,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3131
368,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3083
369,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.3118
370,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2672
371,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2734
372,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.265
373,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.255
374,3,265.7003263,0.650491355,1.008844033,0.03167,1.952,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2447
375,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4324
376,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.422
377,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4187
378,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4189
379,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.004145658,7.480693345,0.02319,1.53261,119.07,-5.107,1.731,0.4198
380,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2
381,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2065
382,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1217
383,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.1068
384,2,474.9485269,0.631551452,0.994219586,0.02121,1.737,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,-0.0373
385,2,261.8242671,0.708947004,1.030080117,0.02319,1.731,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2517
386,2,261.8242671,0.708947004,1.030080117,0.02319,1.731,1.03186838,7.456738791,0.02396,1.53125,1009.24,-5.04,0.21,0.2537
